quarter,fav_drink,num_party,party_bin,smoke_cig,smoke_weed,campus_housing,personality,num_followers,salary,exercise,love_first_sight,learning_style,brain_type,myer_briggs,fav_sport,fav_letter,fav_num,hrs_sleep,procrastinator,only_child,birth_month,birth_date,childhood_us,age_years,gender_ident,marry,school_year,height_inches,father_height,mother_height,hand,happy,athlete,ap_stat,r_exp,num_major,hum,socsci,physsci,math,facebook,instagram,twitter,snapchat,tiktok,netflix,hulu,amazon_prime,hbo_max,disney_plus,distance,internet_hrs,fav_season,gpa_hs,gpa_nu,num_clubs,region,political,static_ability,change_ability,genetic,talent
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,13,NA,NA,NA,NA,NA,Yes,19,Female,29,Sophomore,67,NA,NA,Right,Pretty happy,No,No,No,3,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4246,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,12,NA,NA,NA,NA,NA,No,19,Female,32,First year,63,NA,NA,Right,Pretty happy,No,No,No,2,No,Yes,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,7986,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,10,NA,NA,NA,NA,NA,No,18,Female,23,First year,63,NA,NA,Right,Don't know,No,No,No,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5600,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,13,NA,NA,NA,NA,NA,Yes,21,Female,28,Senior,67,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,4444,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,2,NA,NA,NA,NA,NA,Yes,19,Female,NA,First year,66,NA,NA,Right,Very happy,No,No,Yes,2,No,Yes,No,No,No,No,No,No,No,NA,NA,NA,NA,NA,7450,10,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,6,NA,NA,NA,NA,NA,Yes,19,Female,30,Sophomore,63.5,NA,NA,Right,Not too happy,No,Yes,No,2,No,No,Yes,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,8683,1,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,23,NA,NA,NA,NA,NA,Yes,20,Female,27,Junior,64,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,6585,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,27,NA,NA,NA,NA,NA,Yes,17,Female,28,First year,65,NA,NA,Left,Not too happy,No,No,No,2,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,7623,3,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,18,NA,NA,NA,NA,NA,Yes,20,Male,24,Junior,74,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,4000,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,8,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,68,NA,NA,Right,Don't know,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,5140,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,13,NA,NA,NA,NA,NA,Yes,17,Female,26,First year,54,NA,NA,Right,Pretty happy,No,No,No,3,No,Yes,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,2972,3,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,11,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,62,NA,NA,Right,Not too happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6331,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,8,NA,NA,NA,NA,NA,Yes,17,Female,26,First year,67,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,780,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,9,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,69,NA,NA,Right,Very happy,No,No,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6375,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,22,NA,NA,NA,NA,NA,Yes,18,Male,25,First year,75,NA,NA,Right,Very happy,Yes,No,No,2,No,No,No,Yes,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,8644,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,10,NA,NA,NA,NA,NA,Yes,19,Female,30,First year,63,NA,NA,Right,Pretty happy,No,No,No,2,No,Yes,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,7092,13,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,526,NA,NA,NA,NA,NA,No,18,Female,30,First year,65,NA,NA,Right,Don't know,No,No,No,2,No,No,Yes,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,10000,2.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,18,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,67,NA,NA,Right,Don't know,Yes,No,No,3,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,7256,2,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,3,NA,NA,NA,NA,NA,Yes,18,Male,26,First year,70,NA,NA,Right,Very happy,Yes,No,No,0,No,Yes,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,4188,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,35,NA,NA,NA,NA,NA,Yes,18,Female,31,First year,60,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,6445,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,W,43,NA,NA,NA,NA,NA,Yes,18,Male,NA,First year,71,NA,NA,both,Very happy,No,Yes,No,2,Yes,No,Yes,No,No,No,Yes,No,No,NA,NA,NA,NA,NA,6248,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,17,NA,NA,NA,NA,NA,Yes,19,Female,30,First year,64,NA,NA,Right,Very happy,No,Yes,No,1,No,No,Yes,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,2637,1,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,NA,NA,NA,NA,NA,Yes,19,Female,NA,First year,62,NA,NA,Right,Pretty happy,No,No,No,0,Yes,Yes,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,8784,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,4,NA,NA,NA,NA,NA,Yes,19,Male,30,Sophomore,71,NA,NA,Right,Pretty happy,No,Yes,No,2,No,Yes,No,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,6712,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,7,NA,NA,NA,NA,NA,Yes,18,Female,26,First year,61,NA,NA,Right,Very happy,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,5000,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2,NA,NA,NA,NA,NA,Yes,21,Male,28,Senior,66,NA,NA,Right,Pretty happy,No,Yes,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6500,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,14,NA,NA,NA,NA,NA,No,21,Female,26,Junior,60,NA,NA,Right,Pretty happy,No,Yes,No,2,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6500,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T,4,NA,NA,NA,NA,NA,Yes,19,Female,30,First year,67,NA,NA,Right,Very happy,No,Yes,No,3,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,4200,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,18,NA,NA,NA,NA,NA,No,19,Female,20,Sophomore,63,NA,NA,Right,Pretty happy,No,Yes,No,2,No,Yes,No,Yes,No,No,No,No,No,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,8,NA,NA,NA,NA,NA,Yes,19,Male,26,Sophomore,65,NA,NA,Right,Very happy,No,Yes,No,2,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,3500,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,17,NA,NA,NA,NA,NA,Yes,22,Female,NA,Senior,70,NA,NA,Right,Not too happy,No,No,No,2,No,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,1000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R,7,NA,NA,NA,NA,NA,Yes,21,Female,30,Senior,69,NA,NA,Right,Pretty happy,No,Yes,No,1,No,No,Yes,No,Yes,No,No,No,No,NA,NA,NA,NA,NA,3517,2.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,15,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,62,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,9351,4.5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,4,NA,NA,NA,NA,NA,Yes,19,Female,32,First year,65,NA,NA,Right,Pretty happy,No,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,5523,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q,16,NA,NA,NA,NA,NA,Yes,20,Male,NA,Junior,75,NA,NA,Right,Very happy,No,No,No,2,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,840,0.33,NA,NA,NA,NA,NA,NA,Agree,Agree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,26,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,63,NA,NA,both,Pretty happy,No,No,No,2,Yes,No,No,Yes,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,8000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,16,NA,NA,NA,NA,NA,Yes,19,Female,27,First year,64,NA,NA,Right,Pretty happy,No,Yes,No,2,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,8007,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,14,NA,NA,NA,NA,NA,Yes,20,Male,30,Junior,74,NA,NA,Left,Very happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,1444,3,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,44,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,63,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,Yes,NA,NA,NA,NA,NA,1300,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,2,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,66,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,4089,3,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,5,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,65,NA,NA,Right,Very happy,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,6881,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,9,NA,NA,NA,NA,NA,Yes,18,Male,31,First year,78,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,7665,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,13,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,60,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,No,Yes,Yes,No,NA,NA,NA,NA,NA,1285,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,7,NA,NA,NA,NA,NA,Yes,20,Female,30,Junior,63,NA,NA,Left,Pretty happy,No,No,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,2500,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,13,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,63,NA,NA,Right,Pretty happy,No,No,No,3,Yes,No,No,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,5756,4,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,7,NA,NA,NA,NA,NA,Yes,18,Female,25,First year,63,NA,NA,Right,Very happy,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,2184,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,22,NA,NA,NA,NA,NA,Yes,20,Male,NA,Junior,75,NA,NA,Right,Pretty happy,No,No,No,2,Yes,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,6802,12,NA,NA,NA,NA,NA,NA,Agree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,8,NA,NA,NA,NA,NA,Yes,18,Male,30,First year,71,NA,NA,Left,Pretty happy,No,Yes,No,2,No,No,Yes,Yes,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,6000,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,6,NA,NA,NA,NA,NA,Yes,18,Female,NA,First year,60.5,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,7000,2.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,20,NA,NA,NA,NA,NA,Yes,20,Male,NA,Junior,69,NA,NA,Left,Don't know,No,Yes,No,1,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,4000,5,NA,NA,NA,NA,NA,NA,Disagree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,455,NA,NA,NA,NA,NA,Yes,18,Female,NA,First year,67,NA,NA,both,Very happy,No,No,Yes,1,No,No,Yes,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,6581,0.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,8,NA,NA,NA,NA,NA,Yes,21,Male,32,Junior,67,NA,NA,Right,Very happy,No,No,No,2,Yes,No,No,No,Yes,Yes,Yes,No,No,NA,NA,NA,NA,NA,5654,1.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,14,NA,NA,NA,NA,NA,Yes,17,Female,29,First year,63,NA,NA,Right,Not too happy,Yes,No,No,0,No,Yes,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,6200,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,11,NA,NA,NA,NA,NA,Yes,18,Female,27,First year,68,NA,NA,Right,Pretty happy,No,No,No,2,No,Yes,No,No,Yes,Yes,No,No,No,NA,NA,NA,NA,NA,2950,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,4,NA,NA,NA,NA,NA,Yes,18,Female,24,First year,63,NA,NA,Right,Very happy,Yes,No,No,2,No,Yes,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,1002,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,8,NA,NA,NA,NA,NA,Yes,20,Female,30,Junior,61,NA,NA,Right,Pretty happy,No,Yes,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,7000,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,4,NA,NA,NA,NA,NA,Yes,18,Female,30,First year,68,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,8500,1,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,12,NA,NA,NA,NA,NA,Yes,19,Female,30,Sophomore,63,NA,NA,Right,Very happy,No,No,No,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,1720,NA,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,17,NA,NA,NA,NA,NA,Yes,22,Male,32,Senior,72,NA,NA,Right,Don't know,No,Yes,No,2,Yes,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,6000,7,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,0,NA,NA,NA,NA,NA,Yes,18,Male,30,First year,68,NA,NA,Right,Pretty happy,No,Yes,No,0,No,No,Yes,Yes,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,2750,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,9,NA,NA,NA,NA,NA,Yes,19,Male,33,Sophomore,67.5,NA,NA,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,5480,1.5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Z,7,NA,NA,NA,NA,NA,Yes,19,Female,32,First year,69,NA,NA,Right,Pretty happy,No,No,No,3,No,Yes,No,No,No,Yes,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,72,NA,NA,NA,NA,NA,Yes,19,Female,28,Sophomore,67,NA,NA,Right,Pretty happy,Yes,No,No,2,No,No,Yes,No,Yes,Yes,No,Yes,No,NA,NA,NA,NA,NA,1366,8,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,17,NA,NA,NA,NA,NA,Yes,20,Female,24,Junior,64,NA,NA,Right,Pretty happy,No,Yes,No,1,No,Yes,No,No,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,2000,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U,13,NA,NA,NA,NA,NA,Yes,18,Male,NA,First year,71,NA,NA,Right,Don't know,No,Yes,Yes,1,No,No,No,Yes,No,No,No,Yes,No,NA,NA,NA,NA,NA,10000,5,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K,14,NA,NA,NA,NA,NA,Yes,18,Male,32,First year,74,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,No,NA,NA,NA,NA,NA,8388,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,18,NA,NA,NA,NA,NA,Yes,18,Female,29,First year,67,NA,NA,Right,Pretty happy,No,Yes,No,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,8128,5,NA,NA,NA,NA,NA,NA,Agree,Disagree,Agree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,24,NA,NA,NA,NA,NA,Yes,17,Male,32,First year,69,NA,NA,Right,Pretty happy,No,No,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,3700,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Agree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,2,NA,NA,NA,NA,NA,Yes,19,Female,30,Sophomore,67,NA,NA,Left,Very happy,No,No,No,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,1003,6,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
fall 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,6,NA,NA,NA,NA,NA,Yes,18,Female,28,First year,63,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,3692,3,NA,NA,NA,NA,NA,NA,Disagree,Agree,Disagree,Disagree
